danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.742,0.559,5,-5.876,1,0.141,0.0324,0,0.0987,0.431,146.923,Rap
0.638,0.526,7,-8.401,1,0.131,0.275,0,0.462,0.301,139.054,Rap
0.852,0.553,1,-7.286,1,0.187,0.0559,0,0.332,0.656,142.079,Rap
0.64,0.819,7,-4.108,1,0.455,0.533,0,0.156,0.623,166.012,Rap
0.794,0.632,0,-6.163,1,0.0649,0.142,0.00E+00,0.128,0.355,145.926,Rap
0.906,0.444,4,-8.692,0,0.384,0.136,6.44E-05,0.173,0.678,140.063,Rap
0.569,0.761,5,-6.071,0,0.475,0.261,6.71E-06,0.0748,0.325,180.122,Rap
0.755,0.69,1,-4.823,1,0.161,0.0133,0.00E+00,0.078,0.336,175.928,Rap
0.681,0.314,8,-9.319,1,0.0581,0.2,9.82E-06,0.1,0.166,139.992,Rap
0.835,0.413,1,-9.81,1,0.396,0.373,1.33E-03,0.101,0.111,149.004,Rap
0.897,0.661,8,-6.2,0,0.27,0.0633,0,0.116,0.193,127.081,Rap
0.788,0.516,1,-6.807,0,0.219,0.1,0.00E+00,0.129,0.235,81.497,Rap
0.85,0.405,7,-7.509,0,0.225,0.119,1.18E-04,0.0707,0.344,139.976,Rap
0.812,0.522,2,-5.287,1,0.257,0.0433,0,0.154,0.38,75.524,Rap
0.946,0.396,10,-8.458,1,0.476,0.272,0,0.129,0.693,120.091,Rap
0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75.016,Rap
0.497,0.489,11,-7.724,0,0.294,0.0576,9.91E-05,0.122,0.231,171.853,Rap
0.843,0.359,0,-7.417,1,0.461,0.069,0,0.12,0.156,81.987,Rap
0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,Rap
0.703,0.661,6,-3.885,1,0.0539,0.0517,0,0.34,0.495,149.906,Rap
0.839,0.81,5,-5.274,0,0.0568,0.501,0,0.117,0.814,129.014,Rap
0.812,0.621,5,-8.3,1,0.0515,0.244,0.00E+00,0.099,0.847,77.998,Rap
0.877,0.391,1,-8.196,1,0.063,0.0317,0.000502,0.0945,0.122,131.018,Rap
0.884,0.346,8,-8.228,0,0.351,0.0151,7.04E-06,0.0871,0.376,75.016,Rap
0.788,0.533,9,-7.594,1,0.352,0.0168,0,0.204,0.468,80.04,Rap
0.797,0.844,11,-5.482,1,0.275,0.0651,0.00E+00,0.087,0.52,170.142,Rap
0.669,0.686,4,-5.534,1,0.184,0.627,0,0.0734,0.437,180.046,Rap
0.758,0.448,7,-9.441,1,0.103,0.0309,8.67E-05,0.558,0.373,77.176,Rap
0.824,0.733,1,-5.474,1,0.0613,0.0362,0,0.325,0.395,97.972,Rap
0.656,0.564,1,-8.925,0,0.0883,0.0167,1.39E-06,0.165,0.25,150.014,Rap
0.831,0.814,5,-5.18,1,0.474,0.391,0,0.109,0.846,161.041,Rap
0.611,0.478,0,-5.839,1,0.107,0.035,0,0.107,0.138,172.076,Rap
0.922,0.581,10,-7.495,1,0.27,0.00104,5.86E-05,0.105,0.595,140.022,Rap
0.794,0.51,9,-7.314,1,0.42,0.0505,1.81E-06,0.0562,0.18,167.879,Rap
0.904,0.518,2,-5.32,1,0.183,0.0305,0,0.325,0.188,137.996,Rap
0.731,0.774,10,-5.273,0,0.0555,0.434,3.34E-06,0.114,0.219,100.005,Rap
0.738,0.629,6,-4.882,0,0.0495,0.268,0.00114,0.163,0.319,146.067,Rap
0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,Rap
0.838,0.771,1,-3.791,1,0.244,0.0117,0.00E+00,0.0853,0.405,175.957,Rap
0.717,0.753,7,-4.609,0,0.311,0.293,0,0.158,0.631,169.857,Rap
0.761,0.598,10,-7.249,0,0.182,0.126,0,0.0839,0.446,173.897,Rap
0.733,0.63,11,-4.296,1,0.395,0.13,0,0.162,0.832,149.989,Rap
0.865,0.624,8,-8.224,1,0.103,0.033,0,0.0984,0.396,94.94,Rap
0.861,0.637,8,-5.692,0,0.24,0.0515,3.35E-06,0.0967,0.474,98.044,Rap
0.745,0.346,1,-7.709,1,0.331,0.00552,0,0.0881,0.112,203.911,Rap
0.823,0.783,0,-6.274,1,0.154,0.21,0,0.113,0.199,141.882,Rap
0.563,0.496,6,-9.381,0,0.406,0.0685,5.80E-05,0.173,0.426,139.993,Rap
0.779,0.767,11,-5.462,0,0.258,0.00214,0,0.102,0.523,91.981,Rap
0.772,0.498,8,-7.661,1,0.649,0.115,0,0.0898,0.351,81.817,Rap
0.743,0.87,1,-2.188,1,0.212,0.0595,0.00E+00,0.299,0.884,99.079,Rap
0.28,0.821,8,-2.864,0,0.111,0.167,0,0.139,0.254,181.444,Rap
0.706,0.559,4,-5.216,0,0.0416,0.0372,0,0.379,0.252,78.534,Rap
0.8,0.591,6,-8.808,1,0.271,0.111,0,0.429,0.747,117.003,Rap
0.792,0.571,8,-7.539,0,0.094,0.301,0,0.1,0.556,99.999,Rap
0.722,0.821,2,-4.167,1,0.172,0.337,2.12E-05,0.15,0.659,73.015,Rap
0.834,0.457,10,-10.775,1,0.572,0.21,0.00E+00,0.0641,0.533,158.008,Rap
0.741,0.761,4,-3.871,0,0.0512,0.235,0,0.119,0.217,81.543,Rap
0.812,0.586,4,-6.505,0,0.0654,0.0735,0,0.106,0.323,100.062,Rap
0.884,0.505,1,-8.322,1,0.265,0.0257,0,0.307,0.582,148.042,Rap
0.665,0.651,1,-5.515,1,0.156,0.0414,0,0.0896,0.237,163.935,Rap
0.631,0.774,11,-2.459,1,0.3,0.468,0,0.281,0.44,79.745,Rap
0.943,0.677,7,-6.033,1,0.246,0.165,0,0.327,0.616,112.001,Rap
0.897,0.867,9,-3.293,0,0.289,0.224,0,0.117,0.791,140.092,Rap
0.9,0.653,1,-6.962,0,0.289,0.0945,0,0.528,0.399,112.503,Rap
0.711,0.739,7,-3.804,0,0.129,0.114,0,0.226,0.43,136.919,Rap
0.916,0.493,1,-7.371,0,0.162,0.12,2.63E-06,0.211,0.327,140.057,Rap
0.869,0.687,1,-6.816,1,0.263,0.0208,1.00E-06,0.114,0.668,96.006,Rap
0.734,0.751,1,-7.26,1,0.285,0.00529,0,0.183,0.56,161.997,Rap
0.849,0.755,1,-7.399,0,0.363,0.346,0,0.0564,0.393,144.186,Rap
0.831,0.795,1,-6.186,1,0.264,0.221,0,0.291,0.744,160.063,Rap
0.886,0.542,1,-5.424,1,0.338,0.113,0,0.151,0.314,83.519,Rap
0.742,0.579,0,-5.024,1,0.202,0.0381,0,0.0952,0.502,144.994,Rap
0.754,0.575,4,-8.393,0,0.0682,0.045,0.00131,0.276,0.491,86.009,Rap
0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,Rap
0.876,0.608,8,-6.019,1,0.109,0.0227,1.16E-05,0.107,0.258,124.983,Rap
0.72,0.816,5,-3.313,1,0.143,0.207,0,0.813,0.487,125.074,Rap
0.736,0.578,7,-7.387,1,0.129,0.0906,1.58E-06,0.319,0.133,172.96,Rap
0.807,0.602,11,-5.005,1,0.274,0.0835,0,0.151,0.252,95.031,Rap
0.946,0.646,5,-6.604,1,0.21,0.219,0,0.0643,0.961,127.978,Rap
0.699,0.558,11,-7.622,1,0.0603,0.462,0,0.116,0.493,79.992,Rap
0.79,0.629,8,-4.055,1,0.142,0.182,7.06E-06,0.338,0.267,170.023,Rap
0.794,0.448,10,-4.771,0,0.0539,0.591,0,0.109,0.588,120.055,Rap
0.555,0.769,7,-5.192,1,0.338,0.324,0.00E+00,0.164,0.365,130.063,Rap
0.777,0.73,5,-6.324,0,0.328,0.065,0,0.113,0.738,162.956,Rap
0.673,0.464,10,-6.864,0,0.201,0.0933,0,0.21,0.762,171.043,Rap
0.66,0.775,2,-4.926,1,0.172,0.0553,0,0.129,0.635,157.036,Rap
0.824,0.554,4,-7.118,0,0.115,0.433,0,0.124,0.316,127.003,Rap
0.781,0.487,8,-8.823,1,0.589,0.0335,0,0.163,0.344,95.879,Rap
0.792,0.454,9,-6.753,1,0.458,0.00422,0,0.285,0.674,161.993,Rap
0.773,0.602,10,-6.384,1,0.108,0.194,0.000443,0.141,0.442,74.896,Rap
0.747,0.553,1,-7.294,1,0.117,0.281,0,0.117,0.262,141.888,Rap
0.726,0.597,7,-8.574,1,0.145,0.128,0.0326,0.131,0.367,83.021,Rap
0.753,0.686,1,-5.415,0,0.284,0.0677,0,0.193,0.886,132.055,Rap
0.736,0.67,10,-6.702,1,0.311,0.186,0.00E+00,0.114,0.845,130.032,Rap
0.902,0.819,1,-3.321,1,0.316,0.041,0.00E+00,0.106,0.745,89,Rap
0.706,0.589,8,-8.309,1,0.0327,0.0617,4.77E-06,0.105,0.767,96.001,Rap
0.655,0.607,7,-5.815,0,0.0862,0.554,0,0.115,0.2,149.033,Rap
0.764,0.711,4,-3.818,0,0.288,0.175,0,0.105,0.774,90.076,Rap
0.599,0.857,7,-5.7,1,0.299,0.0321,0,0.4,0.469,187.985,Rap
0.675,0.23,1,-10.363,0,0.204,0.191,0,0.104,0.101,173.962,Rap
0.745,0.715,1,-3.368,0,0.245,0.128,0,0.182,0.342,94.513,Rap
0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,Rap
0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,Rap
0.71,0.814,10,-4.575,1,0.0561,0.162,0,0.16,0.714,155.02,Rap
0.939,0.617,7,-5.933,0,0.298,0.14,0,0.112,0.68,131.949,Rap
0.817,0.646,4,-5.12,0,0.249,0.0152,0,0.125,0.835,162.898,Rap
0.844,0.699,1,-5.794,1,0.335,0.191,0,0.194,0.753,132.955,Rap
0.736,0.622,6,-4.653,0,0.133,0.0235,0,0.151,0.506,191.971,Rap
0.804,0.763,2,-5.48,1,0.0519,0.0678,0.00E+00,0.368,0.0585,136.052,Rap
0.851,0.666,11,-5.334,0,0.0694,0.139,0,0.105,0.0585,134.068,Rap
0.674,0.862,7,-3.4,1,0.231,0.0189,0.00E+00,0.113,0.357,160.073,Rap
0.655,0.773,9,-4.411,0,0.226,0.145,0,0.44,0.663,155.942,Rap
0.834,0.567,7,-5.16,0,0.1,0.188,0,0.0998,0.204,127.991,Rap
0.581,0.662,9,-5.239,1,0.303,0.0153,0.00E+00,0.111,0.434,93.023,Rap
0.777,0.522,8,-8.781,1,0.325,0.067,5.59E-05,0.0953,0.582,76.94,Rap
0.813,0.646,4,-4.901,1,0.263,0.00271,0,0.191,0.375,77.518,Rap
0.726,0.225,4,-19.72,0,0.0588,0.00351,0.00E+00,0.0655,0.17,142.988,Rap
0.802,0.616,2,-9.74,1,0.712,0.714,0,0.0929,0.606,91.894,Rap
0.906,0.382,10,-12.89,0,0.269,0.18,0.00E+00,0.113,0.391,104.025,Rap
0.802,0.645,2,-6.745,1,0.295,0.0135,0,0.103,0.559,164.99,Rap
0.87,0.35,1,-6.082,1,0.277,0.00661,4.83E-04,0.108,0.175,74.963,Rap
0.809,0.461,10,-5.677,0,0.0907,0.000832,4.43E-05,0.143,0.325,85.992,Rap
0.593,0.632,6,-5.381,0,0.541,0.0133,0,0.64,0.0789,173.369,Rap
0.872,0.591,6,-6.952,0,0.359,0.111,0,0.144,0.696,131.982,Rap
0.879,0.647,10,-4.566,0,0.0659,0.203,1.85E-03,0.335,0.212,131.026,Rap
0.814,0.434,2,-9.367,1,0.228,0.237,0,0.112,0.39,160.015,Rap
0.731,0.657,0,-8.56,1,0.0434,0.0591,0.00E+00,0.0874,0.49,159.97,Rap
0.677,0.421,2,-10.19,0,0.14,0.695,0,0.139,0.609,85.332,Rap
0.716,0.541,1,-7.909,1,0.149,0.0021,0,0.115,0.387,139.978,Rap
0.95,0.489,8,-8.411,1,0.462,0.105,0,0.411,0.919,130.021,Rap
0.879,0.689,7,-6.77,0,0.0749,0.449,1.38E-06,0.12,0.899,99.064,Rap
0.836,0.579,9,-6.164,1,0.243,0.00207,0,0.11,0.431,85.486,Rap
0.841,0.733,1,-5.077,1,0.142,0.0246,0,0.174,0.284,130.009,Rap
0.503,0.751,6,-5.785,0,0.35,0.215,0,0.0551,0.324,90.04,Rap
0.693,0.576,0,-6.955,1,0.0868,0.0975,0,0.207,0.691,159.978,Rap
0.779,0.591,8,-8.504,1,0.344,0.0508,0,0.1,0.501,86.02,Rap
0.718,0.469,8,-11.092,1,0.179,0.0904,0.00E+00,0.133,0.585,137.875,Rap
0.689,0.777,8,-5.465,1,0.289,0.289,0.00E+00,0.104,0.492,139.723,Rap
0.879,0.575,0,-6.915,0,0.611,0.00225,0,0.242,0.844,140.028,Rap
0.875,0.6,1,-6.818,1,0.0435,0.0189,1.43E-02,0.132,0.0906,119.987,Rap
0.907,0.557,1,-6.882,0,0.255,0.0843,0,0.0934,0.425,139.922,Rap
0.796,0.68,10,-4.853,0,0.353,0.0886,0,0.268,0.565,164.932,Rap
0.901,0.598,1,-6.934,1,0.17,0.0192,0,0.0791,0.355,117.9,Rap
0.722,0.88,4,-3.989,0,0.24,0.21,0,0.324,0.79,92.024,Rap
0.442,0.698,5,-5.696,1,0.237,0.00206,0,0.135,0.363,75.087,Rap
0.652,0.499,10,-7.795,0,0.54,0.161,0.00E+00,0.318,0.871,161.11,Rap
0.712,0.481,4,-5.415,0,0.0487,0.173,0,0.241,0.062,140,Rap
0.901,0.464,5,-9.789,0,0.0645,0.368,1.71E-05,0.238,0.638,109.004,Rap
0.845,0.76,1,-6.007,0,0.357,0.221,0,0.107,0.558,101.865,Rap
0.715,0.482,5,-9.381,0,0.445,0.231,0.00E+00,0.143,0.686,136.297,Rap
0.942,0.383,10,-8.099,1,0.565,0.00195,0,0.0922,0.38,100.021,Rap
0.84,0.543,1,-7.738,1,0.476,0.0399,0,0.117,0.161,170.067,Rap
0.759,0.613,7,-7.91,1,0.105,0.816,0.00E+00,0.0816,0.329,97.012,Rap
0.9,0.385,1,-12.189,0,0.435,0.371,0,0.142,0.488,99.964,Rap
0.816,0.419,8,-9.291,1,0.49,0.157,0,0.0886,0.189,96.072,Rap
0.808,0.701,2,-4.837,0,0.0984,0.00212,2.10E-05,0.126,0.154,158.068,Rap
0.953,0.335,1,-11.377,1,0.479,0.223,1.28E-05,0.113,0.274,118.006,Rap
0.912,0.755,2,-5.394,1,0.141,0.102,0,0.179,0.625,140.051,Rap
0.808,0.771,4,-5.719,0,0.0645,0.0413,1.29E-06,0.18,0.471,161.94,Rap
0.757,0.579,4,-9.174,0,0.0655,0.0877,0,0.104,0.537,160.07,Rap
0.765,0.553,11,-7.116,0,0.358,0.00822,0,0.206,0.565,154.971,Rap
0.936,0.704,5,-5.47,0,0.457,0.0632,0,0.104,0.566,130.022,Rap
0.861,0.481,2,-7.309,1,0.343,0.125,1.38E-05,0.0903,0.188,146.992,Rap
0.734,0.683,1,-6.105,1,0.0776,0.013,0.00E+00,0.28,0.445,162.038,Rap
0.819,0.616,1,-5.534,1,0.167,0.0599,0,0.143,0.524,87.493,Rap
0.676,0.578,10,-4.669,0,0.375,0.0509,0,0.0796,0.698,158.896,Rap
0.959,0.583,2,-6.064,1,0.27,0.163,0,0.056,0.887,130.979,Rap
0.904,0.575,1,-7.823,1,0.346,0.0493,0,0.256,0.359,141.039,Rap
0.703,0.709,9,-6.452,1,0.402,0.00908,0,0.127,0.569,140.998,Rap
0.81,0.55,2,-7.46,0,0.17,0.0114,5.69E-06,0.107,0.183,76.503,Rap
0.766,0.478,10,-8.287,1,0.479,0.0285,0.00E+00,0.17,0.303,99.857,Rap
0.943,0.763,5,-5.568,0,0.158,0.0175,1.80E-05,0.114,0.225,139.969,Rap
0.817,0.743,9,-4.793,1,0.166,0.0244,1.04E-06,0.102,0.374,172.962,Rap
0.556,0.481,11,-7.663,1,0.313,0.282,0.00E+00,0.216,0.581,149.025,Rap
0.648,0.658,11,-6.795,0,0.0717,0.0903,0.00E+00,0.104,0.522,160.056,Rap
0.743,0.76,0,-8.484,1,0.106,0.39,0,0.176,0.787,142.027,Rap
0.675,0.763,1,-6.232,1,0.368,0.0198,0,0.109,0.376,134.914,Rap
0.91,0.366,1,-9.954,1,0.0941,0.0996,0.00E+00,0.261,0.74,119.985,Rap
0.913,0.522,1,-7.222,1,0.34,0.111,0,0.12,0.458,95.061,Rap
0.669,0.683,2,-5.17,1,0.054,0.278,0,0.268,0.579,159.996,Rap
0.638,0.4,11,-11.212,0,0.0425,0.733,0.000133,0.334,0.495,150.133,Rap
0.856,0.485,5,-5.519,0,0.0597,0.0481,0.00E+00,0.108,0.0929,136.005,Rap
0.851,0.625,10,-5.417,0,0.303,0.195,0,0.266,0.668,99.061,Rap
0.792,0.484,7,-7.801,0,0.155,0.558,0.00E+00,0.134,0.353,140.019,Rap
0.708,0.661,6,-5.028,0,0.11,0.00988,0.00E+00,0.135,0.293,155.962,Rap
0.684,0.608,0,-6.616,1,0.641,0.265,0.00E+00,0.131,0.363,84.766,Rap
0.833,0.549,5,-7.215,0,0.22,0.002,2.37E-06,0.133,0.328,175.954,Rap
0.8,0.474,1,-9.304,1,0.238,0.0466,0.00E+00,0.0933,0.348,141.989,Rap
0.885,0.52,1,-8.353,1,0.359,0.000244,1.16E-06,0.454,0.306,84.022,Rap
0.775,0.679,5,-6.376,0,0.167,0.071,0.00E+00,0.109,0.494,76.993,Rap
0.92,0.683,10,-4.997,0,0.228,0.0369,0.00E+00,0.111,0.716,104.079,Rap
0.844,0.513,1,-8.769,1,0.335,0.178,0,0.0845,0.344,128.085,Rap
0.883,0.544,2,-7.92,1,0.233,0.507,1.60E-06,0.08,0.114,129.993,Rap
0.852,0.568,1,-9.202,0,0.344,0.183,0,0.0993,0.504,81.526,Rap
0.892,0.538,8,-7.043,0,0.304,0.0563,0,0.303,0.325,130.129,Rap
0.727,0.632,1,-8.916,1,0.259,0.135,0,0.182,0.474,83.755,Rap
0.816,0.63,1,-5.729,0,0.183,0.00639,3.04E-02,0.173,0.599,101.997,Rap
0.597,0.515,6,-5.911,0,0.437,0.588,0,0.231,0.202,114.829,Rap
0.793,0.606,1,-7.225,0,0.264,0.355,0.000217,0.12,0.487,139.994,Rap
0.691,0.683,0,-7.335,1,0.0954,0.547,0,0.221,0.456,140.002,Rap
0.677,0.708,1,-4.751,0,0.178,0.233,0,0.162,0.37,100.066,Rap
0.911,0.721,10,-4.833,0,0.28,0.0364,0,0.111,0.69,104.11,Rap
0.903,0.716,6,-7.733,0,0.409,0.244,0.00E+00,0.113,0.854,150.059,Rap
0.651,0.833,1,-5.153,1,0.0847,0.0201,0,0.109,0.594,80.977,Rap
0.793,0.399,7,-7.428,1,0.0951,0.12,0,0.124,0.0379,121.949,Rap
0.637,0.639,0,-5.834,1,0.179,0.148,0,0.115,0.345,75.489,Rap
0.592,0.584,8,-6.232,0,0.0893,0.158,2.63E-06,0.132,0.447,88.073,Rap
0.72,0.452,1,-12.725,1,0.267,0.00147,0.00185,0.18,0.732,161.939,Rap
0.72,0.412,11,-8.687,0,0.223,0.196,0.00E+00,0.342,0.179,114.408,Rap
0.873,0.5,10,-7.3,0,0.679,0.114,1.05E-05,0.132,0.529,155.07,Rap
0.774,0.623,5,-7.871,1,0.245,0.156,0,0.0955,0.393,128.661,Rap
0.885,0.641,1,-4.455,1,0.351,0.175,0,0.234,0.201,91.167,Rap
0.771,0.761,1,-4.727,0,0.047,0.208,0,0.091,0.277,131.01,Rap
0.797,0.64,11,-6.272,0,0.194,0.148,0,0.209,0.486,100.002,Rap
0.832,0.649,1,-6.781,0,0.482,0.0252,0.00E+00,0.255,0.699,76.01,Rap
0.836,0.636,8,-5.145,1,0.291,0.128,0,0.0462,0.847,142.006,Rap
0.844,0.544,0,-10.585,1,0.322,0.0185,0,0.0908,0.366,129.966,Rap
0.78,0.402,5,-9.255,0,0.149,0.188,0,0.0597,0.483,160.046,Rap
0.701,0.768,1,-3.531,1,0.229,0.354,0,0.148,0.724,178.151,Rap
0.656,0.675,1,-9.476,1,0.44,0.0303,0,0.344,0.475,162.839,Rap
0.705,0.65,7,-5.654,0,0.212,0.359,0,0.169,0.658,91.053,Rap
0.813,0.586,2,-10.478,1,0.379,0.0547,0,0.238,0.798,160.043,Rap
0.809,0.463,1,-11.077,1,0.142,0.0613,0.000229,0.112,0.327,136.006,Rap
0.926,0.454,6,-9.932,1,0.0732,0.036,0.000422,0.0896,0.34,119.969,Rap
0.865,0.62,4,-7.486,0,0.182,0.478,0,0.228,0.777,124.003,Rap
0.643,0.614,7,-4.333,0,0.0456,0.0685,0,0.123,0.434,82.47,Rap
0.813,0.528,6,-6.305,0,0.313,0.0715,0,0.125,0.131,79.532,Rap
0.852,0.73,1,-5.803,1,0.0579,0.0219,0.00E+00,0.336,0.394,92.506,Rap
0.86,0.418,7,-9.061,0,0.158,0.292,0,0.106,0.374,126.023,Rap
0.859,0.647,2,-6.902,1,0.336,0.00726,0.00E+00,0.108,0.169,152.917,Rap
0.762,0.705,6,-5.195,0,0.164,0.0906,0,0.17,0.264,122.955,Rap
0.785,0.62,8,-6.667,1,0.254,0.0138,0.00E+00,0.15,0.478,78.477,Rap
0.671,0.833,5,-5.152,0,0.395,0.0825,0,0.0726,0.702,79.351,Rap
0.772,0.385,0,-8.037,0,0.324,0.0309,0.00E+00,0.647,0.362,137.962,Rap
0.735,0.715,6,-3.777,0,0.113,0.802,0.00196,0.196,0.598,83.028,Rap
0.678,0.682,1,-8.642,0,0.185,0.000738,0,0.117,0.283,158.885,Rap
0.827,0.506,1,-4.339,1,0.255,0.019,4.78E-06,0.107,0.078,107.924,Rap
0.755,0.772,6,-5.585,1,0.4,0.128,0,0.157,0.678,132.906,Rap
0.531,0.512,9,-7.488,0,0.149,0.0465,0,0.295,0.327,124.155,Rap
0.459,0.394,5,-13.564,0,0.4,0.504,0,0.068,0.706,83.936,Rap
0.841,0.654,5,-7.593,1,0.33,0.424,0,0.108,0.845,160.027,Rap
0.868,0.701,1,-7.515,1,0.297,0.0164,0.00E+00,0.111,0.705,120.028,Rap
0.729,0.521,10,-10.118,0,0.0606,0.166,0,0.136,0.679,144.995,Rap
0.465,0.84,0,-4.35,1,0.0722,0.125,0,0.138,0.672,83.981,Rap
0.797,0.722,5,-6.23,0,0.0601,0.0925,0,0.112,0.338,145.99,Rap
0.782,0.659,1,-3.103,1,0.248,0.0696,0,0.168,0.336,148.03,Rap
0.75,0.916,1,-2.324,0,0.0846,0.0186,2.08E-06,0.102,0.803,96.022,Rap
0.467,0.636,7,-6.96,1,0.201,0.0232,0,0.138,0.419,135.014,Rap
0.632,0.727,0,-7.353,1,0.0749,0.045,0,0.117,0.407,161.707,Rap
0.892,0.633,8,-7.471,1,0.0902,0.0467,0.000189,0.139,0.459,137.994,Rap
0.722,0.764,10,-5.656,0,0.398,0.145,0,0.171,0.796,139.831,Rap
0.794,0.741,1,-4.985,1,0.255,0.0375,0.00388,0.143,0.365,157.963,Rap
0.75,0.567,0,-6.4,1,0.48,0.137,0,0.109,0.398,151.895,Rap
0.615,0.902,1,-2.821,1,0.508,0.374,0,0.118,0.775,118.013,Rap
0.734,0.605,9,-9.769,1,0.0589,0.0505,0,0.253,0.371,129.903,Rap
0.837,0.659,1,-3.619,1,0.157,0.167,0.00E+00,0.0912,0.427,125.994,Rap
0.779,0.783,10,-3.912,1,0.0725,0.0432,0,0.147,0.23,106.69,Rap
0.852,0.432,1,-8.04,0,0.501,0.0599,0.00E+00,0.146,0.258,140.042,Rap
0.882,0.775,10,-4.986,1,0.334,0.0738,0.00E+00,0.701,0.805,98.023,Rap
0.888,0.644,0,-8.32,1,0.155,0.0762,0,0.0646,0.32,100.021,Rap
0.574,0.823,0,-4.322,0,0.124,0.116,0,0.0898,0.256,154.053,Rap
0.832,0.758,2,-5.2,1,0.246,0.0524,0,0.251,0.667,154.027,Rap
0.654,0.58,8,-6.764,1,0.477,0.121,0,0.258,0.278,131.912,Rap
0.88,0.728,10,-6.939,0,0.205,0.136,5.42E-05,0.337,0.715,160.976,Rap
0.919,0.622,1,-7.384,1,0.0997,0.228,4.24E-06,0.122,0.424,140.022,Rap
0.911,0.636,1,-6.202,1,0.198,0.00856,0,0.0959,0.431,88.956,Rap
0.853,0.637,3,-5.924,0,0.331,0.129,0,0.267,0.496,86.048,Rap
0.729,0.687,8,-8.06,0,0.25,0.0108,0.00E+00,0.162,0.683,160.085,Rap
0.906,0.395,1,-11.277,1,0.206,0.0103,0.000195,0.117,0.376,146.056,Rap
0.504,0.453,2,-12.589,1,0.383,0.0551,0.000199,0.0993,0.0928,177.939,Rap
0.661,0.44,2,-9.104,1,0.0803,0.457,0.00E+00,0.128,0.352,149.937,Rap
0.767,0.583,1,-7.908,1,0.193,0.264,0,0.123,0.254,142.96,Rap
0.817,0.67,1,-7.299,1,0.22,0.105,3.40E-06,0.366,0.472,133.052,Rap
0.519,0.821,1,-3.171,1,0.0738,0.000351,0,0.361,0.284,140.971,Rap
0.758,0.697,0,-6.456,1,0.321,0.0853,0.00E+00,0.1,0.755,165.117,Rap
0.76,0.588,8,-6.305,0,0.388,0.102,0.00E+00,0.0796,0.676,140.053,Rap
0.863,0.433,1,-9.78,1,0.688,0.0666,0,0.313,0.559,123.154,Rap
0.716,0.582,4,-8.241,1,0.182,0.0758,0.00E+00,0.0771,0.506,140.073,Rap
0.813,0.629,1,-6.285,1,0.0763,0.143,0,0.127,0.265,141.97,Rap
0.7,0.627,5,-6.278,1,0.0843,0.0176,0,0.481,0.204,139.92,Rap
0.827,0.642,1,-4.29,0,0.242,0.00905,1.50E-06,0.0865,0.181,145.004,Rap
0.884,0.807,8,-3.462,0,0.325,0.00284,0,0.111,0.916,144.018,Rap
0.803,0.54,1,-6.862,0,0.318,0.27,0,0.0819,0.345,139.989,Rap
0.755,0.552,9,-5.604,1,0.288,0.0967,0,0.158,0.402,153.157,Rap
0.918,0.837,1,-6.792,1,0.255,0.234,0,0.227,0.855,120.017,Rap
0.517,0.784,4,-5.654,1,0.347,0.126,0,0.126,0.633,190.069,Rap
0.746,0.527,1,-6.93,1,0.259,0.00388,0,0.296,0.392,131.792,Rap
0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,Rap
0.58,0.685,8,-6.794,1,0.249,0.00043,0,0.108,0.189,177.973,Rap
0.817,0.534,8,-6.325,0,0.298,0.00851,1.04E-06,0.113,0.579,140.005,Rap
0.751,0.776,9,-5.266,0,0.0357,0.223,0,0.0507,0.603,129.987,Rap
0.851,0.85,1,-3.4,1,0.0904,0.226,0,0.145,0.642,99.975,Rap
0.966,0.563,8,-5.764,1,0.0618,0.00202,0.00E+00,0.105,0.363,104.991,Rap
0.871,0.493,9,-6.775,1,0.338,0.0104,0,0.0917,0.157,93.016,Rap
0.906,0.545,11,-4.977,0,0.344,0.181,0,0.091,0.543,139.932,Rap
0.896,0.614,0,-6.317,1,0.389,0.115,0,0.111,0.421,129.969,Rap
0.752,0.644,6,-6.042,0,0.0795,0.22,0,0.116,0.354,85.512,Rap
0.862,0.689,1,-5.68,1,0.323,0.118,0.00E+00,0.0729,0.364,83.964,Rap
0.83,0.376,4,-8.073,0,0.19,0.0121,8.07E-06,0.218,0.165,129.981,Rap
0.951,0.573,0,-6.002,0,0.227,0.0667,0,0.119,0.42,105.052,Rap
0.894,0.492,1,-4.692,1,0.104,0.0295,1.22E-06,0.14,0.397,100.041,Rap
0.801,0.774,1,-5.125,1,0.157,0.0365,3.03E-06,0.114,0.321,144.988,Rap
0.602,0.395,1,-8.752,0,0.289,0.127,0,0.109,0.335,81.468,Rap
0.707,0.82,2,-5.953,1,0.231,0.0113,0,0.841,0.566,140.071,Rap
0.779,0.705,8,-6.383,0,0.051,0.237,0,0.0899,0.451,122.996,Rap
